user_id,country,total_interactions,num_products_interacted,avg_rating_given,most_common_interaction,count_click,count_purchase,count_view,count_wishlist,days_since_signup,days_since_last_interaction,account_age_days,preferred_category,avg_product_price,engagement_score
214,Canada,4.0,4.0,4.25,view,1.0,0.0,3.0,0.0,145,0.0,145,Clothing,177.51367037224452,0.2857142857142857
215,UK,4.0,4.0,4.25,view,0.0,0.0,4.0,0.0,145,0.0,145,Electronics,295.61127438708195,0.2857142857142857
216,USA,1.0,1.0,5.0,wishlist,0.0,0.0,0.0,1.0,145,3.0,145,Books,420.79420457078135,0.07142857142857142
217,Canada,6.0,6.0,3.3333333333333335,click,2.0,1.0,2.0,1.0,145,0.0,145,Electronics,301.9807540449727,0.42857142857142855
218,India,4.0,4.0,3.5,view,1.0,0.0,3.0,0.0,145,0.0,145,Books,303.598572082069,0.2857142857142857
219,Germany,4.0,4.0,3.5,view,0.0,1.0,3.0,0.0,145,0.0,145,Books,322.2982694605454,0.2857142857142857
220,Germany,2.0,2.0,2.5,purchase,0.0,1.0,1.0,0.0,145,2.0,145,Electronics,218.18599836240458,0.14285714285714285
221,UK,4.0,4.0,3.5,view,1.0,1.0,2.0,0.0,145,0.0,145,Home,154.82555871636282,0.2857142857142857
222,India,10.0,10.0,3.8,view,4.0,1.0,5.0,0.0,145,0.0,145,Clothing,272.6704332356394,0.7142857142857143
223,USA,4.0,4.0,3.75,wishlist,0.0,1.0,1.0,2.0,145,0.0,145,Books,152.8042352816832,0.2857142857142857
224,Germany,5.0,5.0,3.6,view,1.0,1.0,3.0,0.0,145,0.0,145,Books,277.89341680649636,0.35714285714285715
225,USA,10.0,10.0,4.0,purchase,1.0,4.0,4.0,1.0,145,0.0,145,Books,129.27120562975853,0.7142857142857143
226,USA,5.0,5.0,3.8,view,1.0,1.0,3.0,0.0,145,0.0,145,Electronics,309.39293224887297,0.35714285714285715
227,USA,6.0,6.0,3.8333333333333335,view,1.0,1.0,3.0,1.0,145,0.0,145,Home,294.2696816019558,0.42857142857142855
228,UK,5.0,5.0,4.2,view,1.0,0.0,4.0,0.0,145,0.0,145,Books,301.4921344771429,0.35714285714285715
229,India,5.0,5.0,3.8,view,0.0,0.0,5.0,0.0,144,0.0,144,Books,256.2463077519158,0.35714285714285715
230,Canada,2.0,2.0,4.0,view,0.0,0.0,2.0,0.0,144,0.0,144,Home,316.822621421995,0.14285714285714285
231,UK,5.0,5.0,3.4,purchase,1.0,2.0,2.0,0.0,144,1.0,144,Books,288.3942873048707,0.35714285714285715
232,India,6.0,6.0,4.5,view,0.0,2.0,3.0,1.0,144,0.0,144,Sports,303.4558663710474,0.42857142857142855
233,Canada,4.0,4.0,4.5,click,2.0,0.0,1.0,1.0,144,0.0,144,Books,247.83420921576501,0.2857142857142857
234,USA,3.0,3.0,4.333333333333333,view,0.0,1.0,2.0,0.0,144,0.0,144,Books,319.4833928366734,0.21428571428571427
235,Germany,2.0,2.0,3.5,view,0.0,0.0,1.0,1.0,144,0.0,144,Clothing,214.739295263808,0.14285714285714285
236,Germany,3.0,3.0,3.3333333333333335,view,0.0,0.0,3.0,0.0,144,1.0,144,Books,271.7257942979639,0.21428571428571427
237,India,3.0,3.0,3.6666666666666665,click,1.0,1.0,1.0,0.0,144,0.0,144,Books,238.51838062942022,0.21428571428571427
238,Canada,5.0,5.0,4.2,view,2.0,0.0,3.0,0.0,144,1.0,144,Sports,312.1585931075086,0.35714285714285715
239,Germany,6.0,6.0,3.3333333333333335,view,0.0,0.0,6.0,0.0,144,0.0,144,Electronics,180.40670900667507,0.42857142857142855
240,USA,9.0,9.0,4.111111111111111,view,3.0,1.0,4.0,1.0,144,0.0,144,Clothing,237.72651107551758,0.6428571428571429
241,UK,3.0,3.0,4.333333333333333,click,2.0,0.0,1.0,0.0,144,1.0,144,Books,231.1710360964173,0.21428571428571427
242,India,4.0,4.0,4.25,click,1.0,1.0,1.0,1.0,144,0.0,144,Sports,380.4806287236902,0.2857142857142857
243,Germany,6.0,6.0,2.8333333333333335,purchase,1.0,3.0,2.0,0.0,144,0.0,144,Books,361.31440335203615,0.42857142857142855
244,India,5.0,5.0,3.4,click,2.0,1.0,2.0,0.0,144,0.0,144,Home,272.25841270723663,0.35714285714285715
245,Germany,6.0,6.0,3.3333333333333335,view,1.0,0.0,4.0,1.0,144,0.0,144,Clothing,254.76296704780268,0.42857142857142855
246,UK,3.0,3.0,4.0,click,1.0,1.0,1.0,0.0,144,2.0,144,Clothing,145.01778421215707,0.21428571428571427
247,India,4.0,4.0,3.25,view,0.0,1.0,2.0,1.0,144,1.0,144,Home,170.0946909550316,0.2857142857142857
248,Germany,4.0,4.0,4.25,click,2.0,0.0,2.0,0.0,144,0.0,144,Sports,263.5301773475201,0.2857142857142857
249,Canada,6.0,6.0,3.0,view,2.0,1.0,3.0,0.0,144,0.0,144,Books,267.1924918587633,0.42857142857142855
250,Germany,7.0,7.0,3.7142857142857144,view,1.0,1.0,4.0,1.0,144,0.0,144,Books,317.85668468762566,0.5
251,Canada,2.0,2.0,4.0,click,1.0,0.0,1.0,0.0,144,0.0,144,Electronics,205.09324544487168,0.14285714285714285
252,USA,6.0,6.0,4.166666666666667,view,1.0,1.0,2.0,2.0,144,0.0,144,Sports,323.0302493487106,0.42857142857142855
253,Germany,5.0,5.0,4.4,view,0.0,1.0,4.0,0.0,143,1.0,143,Home,290.8151411989431,0.35714285714285715
254,Germany,6.0,6.0,3.8333333333333335,view,1.0,1.0,2.0,2.0,143,0.0,143,Electronics,360.91358384245586,0.42857142857142855
255,UK,7.0,7.0,4.0,view,0.0,1.0,6.0,0.0,143,0.0,143,Electronics,193.70298375783673,0.5
256,Canada,4.0,4.0,3.5,purchase,1.0,2.0,1.0,0.0,143,0.0,143,Books,353.2825493246189,0.2857142857142857
257,Canada,4.0,4.0,3.75,click,1.0,1.0,1.0,1.0,143,1.0,143,Clothing,190.0426991414045,0.2857142857142857
258,Canada,4.0,4.0,3.75,view,0.0,0.0,4.0,0.0,143,0.0,143,Books,220.57342054576657,0.2857142857142857
259,UK,1.0,1.0,5.0,purchase,0.0,1.0,0.0,0.0,143,2.0,143,Clothing,42.14073595133027,0.07142857142857142
260,India,5.0,5.0,4.0,view,0.0,0.0,5.0,0.0,143,1.0,143,Clothing,330.947981850607,0.35714285714285715
261,Canada,7.0,7.0,3.857142857142857,view,1.0,2.0,3.0,1.0,143,0.0,143,Clothing,242.21453187172906,0.5
262,USA,2.0,2.0,3.0,purchase,0.0,2.0,0.0,0.0,143,1.0,143,Books,407.0275355115773,0.14285714285714285
263,India,4.0,4.0,4.5,click,2.0,0.0,2.0,0.0,143,0.0,143,Clothing,255.6495688301275,0.2857142857142857
264,USA,2.0,2.0,4.5,view,0.0,0.0,2.0,0.0,143,0.0,143,Electronics,151.58407467577234,0.14285714285714285
265,UK,4.0,4.0,3.75,view,0.0,0.0,3.0,1.0,143,1.0,143,Sports,249.21187015962747,0.2857142857142857
266,USA,8.0,8.0,3.875,view,1.0,0.0,4.0,3.0,143,0.0,143,Books,263.4094436664322,0.5714285714285714
267,UK,4.0,4.0,2.75,purchase,1.0,2.0,1.0,0.0,143,0.0,143,Electronics,305.397963018696,0.2857142857142857
268,UK,5.0,5.0,3.6,view,2.0,0.0,3.0,0.0,143,0.0,143,Clothing,292.8958224624428,0.35714285714285715
269,Canada,8.0,8.0,3.375,view,1.0,2.0,5.0,0.0,143,0.0,143,Clothing,271.76851861504264,0.5714285714285714
270,India,6.0,6.0,4.0,purchase,1.0,2.0,2.0,1.0,143,0.0,143,Clothing,260.4673410127645,0.42857142857142855
271,India,7.0,7.0,4.571428571428571,view,0.0,3.0,4.0,0.0,143,0.0,143,Sports,322.2463284165711,0.5
272,UK,5.0,5.0,3.8,purchase,0.0,2.0,2.0,1.0,143,0.0,143,Books,285.8728885939487,0.35714285714285715
273,India,7.0,7.0,3.7142857142857144,click,4.0,0.0,3.0,0.0,143,0.0,143,Sports,263.2525022288817,0.5
274,Canada,5.0,5.0,3.4,view,1.0,0.0,4.0,0.0,143,0.0,143,Clothing,346.4187740644206,0.35714285714285715
275,Germany,5.0,5.0,3.2,view,0.0,0.0,3.0,2.0,143,0.0,143,Electronics,226.617102261007,0.35714285714285715
276,India,5.0,5.0,4.4,click,2.0,2.0,1.0,0.0,143,0.0,143,Electronics,330.4691363638168,0.35714285714285715
277,USA,5.0,5.0,3.4,view,0.0,1.0,4.0,0.0,142,0.0,142,Books,260.949316618526,0.35714285714285715
278,Germany,6.0,6.0,3.3333333333333335,view,2.0,0.0,3.0,1.0,142,0.0,142,Books,280.9345437303672,0.42857142857142855
279,Canada,3.0,3.0,4.333333333333333,purchase,0.0,1.0,1.0,1.0,142,0.0,142,Books,411.1986295771998,0.21428571428571427
280,Canada,4.0,4.0,3.75,view,1.0,0.0,2.0,1.0,142,0.0,142,Home,126.96361513185386,0.2857142857142857
281,UK,4.0,4.0,4.0,view,1.0,0.0,3.0,0.0,142,1.0,142,Books,266.23723274412737,0.2857142857142857
282,USA,3.0,3.0,2.6666666666666665,view,1.0,0.0,2.0,0.0,142,0.0,142,Electronics,327.80523626879926,0.21428571428571427
283,USA,7.0,7.0,3.7142857142857144,view,0.0,3.0,4.0,0.0,142,0.0,142,Clothing,282.8909862417333,0.5
284,UK,8.0,8.0,4.125,purchase,2.0,3.0,3.0,0.0,142,0.0,142,Books,248.90938588515593,0.5714285714285714
285,India,2.0,2.0,4.0,purchase,0.0,1.0,1.0,0.0,142,1.0,142,Books,195.98859361173987,0.14285714285714285
286,UK,5.0,5.0,4.2,view,2.0,0.0,3.0,0.0,142,1.0,142,Home,245.17728129411898,0.35714285714285715
287,Germany,4.0,4.0,3.0,click,2.0,1.0,1.0,0.0,142,0.0,142,Clothing,89.43162776075476,0.2857142857142857
288,USA,3.0,3.0,4.333333333333333,view,0.0,0.0,3.0,0.0,142,1.0,142,Sports,243.3556339631585,0.21428571428571427
289,Germany,2.0,2.0,3.5,view,0.0,0.0,1.0,1.0,142,0.0,142,Electronics,226.88208930278347,0.14285714285714285
290,USA,3.0,3.0,4.666666666666667,view,0.0,0.0,3.0,0.0,142,0.0,142,Sports,410.7505244426209,0.21428571428571427
291,India,5.0,5.0,3.8,purchase,0.0,2.0,2.0,1.0,142,1.0,142,Clothing,433.8194110122733,0.35714285714285715
292,UK,8.0,8.0,3.875,view,0.0,3.0,4.0,1.0,142,1.0,142,Sports,237.2883544220225,0.5714285714285714
293,India,3.0,3.0,3.6666666666666665,click,1.0,1.0,1.0,0.0,142,1.0,142,Electronics,297.00802135193254,0.21428571428571427
294,Canada,6.0,6.0,4.5,view,2.0,0.0,4.0,0.0,142,0.0,142,Books,199.14974419483462,0.42857142857142855
295,Germany,7.0,7.0,3.4285714285714284,purchase,1.0,2.0,2.0,2.0,142,0.0,142,Books,245.81300198172883,0.5
296,Germany,5.0,5.0,3.6,view,1.0,0.0,4.0,0.0,142,0.0,142,Books,380.31133561180104,0.35714285714285715
297,India,5.0,5.0,4.0,click,2.0,1.0,2.0,0.0,142,0.0,142,Sports,230.40998591396345,0.35714285714285715
298,USA,7.0,7.0,4.142857142857143,click,3.0,2.0,1.0,1.0,142,0.0,142,Books,195.7292425525008,0.5
299,Germany,3.0,3.0,3.6666666666666665,purchase,0.0,1.0,1.0,1.0,142,0.0,142,Clothing,174.44977380581724,0.21428571428571427
300,Canada,9.0,9.0,4.111111111111111,view,0.0,0.0,9.0,0.0,142,0.0,142,Books,212.61394033345155,0.6428571428571429
301,USA,6.0,6.0,3.3333333333333335,view,2.0,0.0,3.0,1.0,141,0.0,141,Books,286.31730153805006,0.42857142857142855
302,India,6.0,6.0,4.0,click,2.0,1.0,2.0,1.0,141,0.0,141,Clothing,336.58843230735226,0.42857142857142855
303,Germany,8.0,8.0,4.25,view,2.0,1.0,4.0,1.0,141,0.0,141,Clothing,326.43605080007455,0.5714285714285714
304,Canada,6.0,6.0,4.166666666666667,view,2.0,0.0,4.0,0.0,141,1.0,141,Sports,250.90144723446483,0.42857142857142855
305,Germany,5.0,5.0,3.8,view,1.0,0.0,4.0,0.0,141,0.0,141,Home,310.83516154293966,0.35714285714285715
306,USA,5.0,5.0,4.0,purchase,1.0,2.0,1.0,1.0,141,0.0,141,Sports,401.3569425339158,0.35714285714285715
307,India,6.0,6.0,4.333333333333333,click,3.0,1.0,1.0,1.0,141,0.0,141,Home,383.8567856387696,0.42857142857142855
308,India,4.0,4.0,3.25,click,2.0,1.0,1.0,0.0,141,0.0,141,Books,237.50046474491361,0.2857142857142857
309,Germany,4.0,4.0,3.0,purchase,1.0,2.0,1.0,0.0,141,0.0,141,Electronics,371.24286572509567,0.2857142857142857
310,India,7.0,7.0,3.5714285714285716,view,0.0,2.0,5.0,0.0,141,0.0,141,Books,303.3862411939762,0.5
311,USA,7.0,7.0,3.4285714285714284,click,4.0,0.0,3.0,0.0,141,0.0,141,Home,325.3827871356513,0.5
312,USA,4.0,4.0,3.0,view,0.0,0.0,3.0,1.0,141,0.0,141,Home,226.76193472498517,0.2857142857142857
313,Canada,5.0,5.0,4.4,view,0.0,0.0,5.0,0.0,141,0.0,141,Clothing,266.1083220649665,0.35714285714285715
314,Canada,4.0,4.0,4.25,click,2.0,0.0,2.0,0.0,141,0.0,141,Books,289.43007243570895,0.2857142857142857
315,Canada,4.0,4.0,3.75,click,1.0,1.0,1.0,1.0,141,0.0,141,Books,192.84733228103238,0.2857142857142857
316,USA,5.0,5.0,3.6,wishlist,0.0,0.0,2.0,3.0,141,0.0,141,Electronics,393.5623539588059,0.35714285714285715
317,Canada,1.0,1.0,5.0,view,0.0,0.0,1.0,0.0,141,3.0,141,Electronics,406.1435005305127,0.07142857142857142
318,Canada,4.0,4.0,3.75,wishlist,0.0,1.0,1.0,2.0,141,0.0,141,Books,330.34955977484555,0.2857142857142857
319,UK,4.0,4.0,4.75,view,0.0,0.0,4.0,0.0,141,0.0,141,Home,135.38481856825618,0.2857142857142857
320,Germany,7.0,7.0,3.7142857142857144,view,0.0,1.0,5.0,1.0,141,0.0,141,Sports,286.0547465902312,0.5
321,USA,6.0,6.0,4.166666666666667,click,2.0,2.0,2.0,0.0,141,0.0,141,Sports,224.93540323681907,0.42857142857142855
322,Germany,3.0,3.0,3.6666666666666665,view,0.0,0.0,3.0,0.0,141,1.0,141,Books,348.9468840884092,0.21428571428571427
323,Germany,3.0,3.0,3.6666666666666665,view,1.0,0.0,2.0,0.0,141,0.0,141,Home,177.21463119535474,0.21428571428571427
324,Germany,4.0,4.0,3.5,view,0.0,1.0,3.0,0.0,141,0.0,141,Home,273.96184235310477,0.2857142857142857
325,UK,4.0,4.0,4.5,purchase,0.0,2.0,1.0,1.0,140,0.0,140,Home,205.88589704731953,0.2857142857142857
326,UK,10.0,10.0,3.2,view,1.0,1.0,7.0,1.0,140,0.0,140,Electronics,209.82334888829922,0.7142857142857143
327,India,5.0,5.0,3.4,purchase,0.0,2.0,2.0,1.0,140,0.0,140,Electronics,110.05447052166429,0.35714285714285715
328,Canada,2.0,2.0,1.5,view,0.0,0.0,2.0,0.0,140,2.0,140,Books,375.8870286715647,0.14285714285714285
329,UK,3.0,3.0,4.333333333333333,view,0.0,0.0,3.0,0.0,140,0.0,140,Electronics,407.8287469633356,0.21428571428571427
330,USA,10.0,10.0,3.3,view,0.0,3.0,6.0,1.0,140,0.0,140,Clothing,215.90207758216326,0.7142857142857143
331,India,10.0,10.0,3.8,purchase,1.0,4.0,4.0,1.0,140,0.0,140,Books,219.4282298940415,0.7142857142857143
332,India,5.0,5.0,3.2,view,1.0,1.0,3.0,0.0,140,0.0,140,Books,329.8852993386407,0.35714285714285715
333,UK,6.0,6.0,2.6666666666666665,view,1.0,1.0,4.0,0.0,140,1.0,140,Books,126.01767378898676,0.42857142857142855
334,USA,7.0,7.0,3.4285714285714284,view,1.0,0.0,6.0,0.0,140,1.0,140,Clothing,264.7601341219588,0.5
335,India,3.0,3.0,3.6666666666666665,click,1.0,1.0,1.0,0.0,140,1.0,140,Home,178.1860251308682,0.21428571428571427
336,USA,7.0,7.0,4.0,click,3.0,2.0,1.0,1.0,140,0.0,140,Clothing,297.95939705847206,0.5
337,India,4.0,4.0,4.25,view,0.0,1.0,2.0,1.0,140,0.0,140,Books,193.39232395684135,0.2857142857142857
338,India,3.0,3.0,4.333333333333333,click,1.0,1.0,1.0,0.0,140,0.0,140,Books,340.2580597540547,0.21428571428571427
339,Germany,1.0,1.0,5.0,click,1.0,0.0,0.0,0.0,140,0.0,140,Books,146.3700542280601,0.07142857142857142
340,UK,4.0,4.0,3.25,click,2.0,1.0,1.0,0.0,140,1.0,140,Electronics,110.60276343222584,0.2857142857142857
341,Canada,5.0,5.0,3.8,view,0.0,2.0,3.0,0.0,140,0.0,140,Sports,283.63676535246634,0.35714285714285715
342,USA,3.0,3.0,4.0,view,0.0,0.0,3.0,0.0,140,1.0,140,Home,236.84168574083844,0.21428571428571427
343,UK,6.0,6.0,4.166666666666667,click,3.0,1.0,1.0,1.0,140,1.0,140,Electronics,204.9451796342919,0.42857142857142855
344,Canada,6.0,6.0,3.8333333333333335,purchase,0.0,3.0,3.0,0.0,140,0.0,140,Electronics,250.13214154643546,0.42857142857142855
345,Canada,8.0,8.0,4.125,view,2.0,1.0,4.0,1.0,140,0.0,140,Electronics,183.88931775053317,0.5714285714285714
346,India,3.0,3.0,4.666666666666667,view,0.0,1.0,2.0,0.0,140,0.0,140,Books,213.99747006182588,0.21428571428571427
347,UK,11.0,11.0,4.363636363636363,view,1.0,1.0,5.0,4.0,140,0.0,140,Books,240.42598143833294,0.7857142857142857
348,USA,7.0,7.0,3.142857142857143,view,1.0,1.0,3.0,2.0,140,0.0,140,Clothing,289.43262474977524,0.5
349,India,7.0,7.0,3.5714285714285716,view,3.0,0.0,4.0,0.0,139,0.0,139,Electronics,325.98815750288605,0.5
350,Canada,6.0,6.0,4.166666666666667,purchase,1.0,3.0,2.0,0.0,139,0.0,139,Home,283.0971461802315,0.42857142857142855
351,India,4.0,4.0,2.5,view,0.0,1.0,3.0,0.0,139,1.0,139,Sports,291.6186501114564,0.2857142857142857
352,UK,1.0,1.0,4.0,view,0.0,0.0,1.0,0.0,139,1.0,139,Home,197.7980076611528,0.07142857142857142
353,Canada,9.0,9.0,4.111111111111111,view,2.0,2.0,5.0,0.0,139,0.0,139,Sports,209.21428610883652,0.6428571428571429
354,USA,7.0,7.0,3.2857142857142856,purchase,2.0,3.0,2.0,0.0,139,0.0,139,Home,297.6296544887235,0.5
355,Canada,4.0,4.0,3.75,view,1.0,1.0,2.0,0.0,139,2.0,139,Books,249.6922398627488,0.2857142857142857
356,India,2.0,2.0,4.5,purchase,0.0,1.0,1.0,0.0,139,2.0,139,Books,339.0960577540327,0.14285714285714285
357,Germany,2.0,2.0,4.5,view,0.0,0.0,2.0,0.0,139,1.0,139,Books,294.75810393111027,0.14285714285714285
358,UK,5.0,5.0,4.4,view,1.0,0.0,2.0,2.0,139,0.0,139,Electronics,272.3930027592558,0.35714285714285715
359,USA,5.0,5.0,4.6,view,1.0,1.0,3.0,0.0,139,0.0,139,Sports,170.09078740251,0.35714285714285715
360,Germany,6.0,6.0,4.5,view,0.0,1.0,4.0,1.0,139,0.0,139,Books,251.97248510045043,0.42857142857142855
361,UK,7.0,7.0,3.857142857142857,view,0.0,2.0,3.0,2.0,139,0.0,139,Sports,219.0662239791557,0.5
362,Canada,4.0,4.0,4.75,view,0.0,0.0,4.0,0.0,139,0.0,139,Electronics,376.9174283331938,0.2857142857142857
363,India,6.0,6.0,3.6666666666666665,view,2.0,1.0,3.0,0.0,139,1.0,139,Books,330.09772626549164,0.42857142857142855
364,Canada,6.0,6.0,3.1666666666666665,view,2.0,0.0,4.0,0.0,139,0.0,139,Home,273.8228361252606,0.42857142857142855
365,Canada,3.0,3.0,3.3333333333333335,click,1.0,0.0,1.0,1.0,139,0.0,139,Books,214.36551831530969,0.21428571428571427
366,Canada,3.0,3.0,4.0,click,1.0,0.0,1.0,1.0,139,1.0,139,Books,330.83180690120037,0.21428571428571427
367,Germany,6.0,6.0,3.8333333333333335,view,2.0,1.0,3.0,0.0,139,0.0,139,Electronics,314.1922243307029,0.42857142857142855
368,India,2.0,2.0,5.0,purchase,0.0,1.0,1.0,0.0,139,2.0,139,Books,289.9085455369345,0.14285714285714285
369,Canada,5.0,5.0,3.4,purchase,1.0,2.0,2.0,0.0,139,0.0,139,Books,260.12345630340315,0.35714285714285715
370,USA,4.0,4.0,4.75,view,1.0,1.0,2.0,0.0,139,0.0,139,Electronics,205.76906421080594,0.2857142857142857
371,Canada,2.0,2.0,4.5,purchase,0.0,1.0,1.0,0.0,139,1.0,139,Books,401.4389270815684,0.14285714285714285
372,Germany,7.0,7.0,3.5714285714285716,view,1.0,1.0,3.0,2.0,139,0.0,139,Clothing,242.51314699559174,0.5
373,India,1.0,1.0,3.0,purchase,0.0,1.0,0.0,0.0,138,1.0,138,Books,487.5514330114709,0.07142857142857142
374,UK,6.0,6.0,4.166666666666667,view,0.0,0.0,6.0,0.0,138,1.0,138,Books,336.61365921885675,0.42857142857142855
375,India,7.0,7.0,3.2857142857142856,view,0.0,2.0,4.0,1.0,138,0.0,138,Electronics,261.7147029347009,0.5
376,USA,5.0,5.0,3.4,click,2.0,0.0,2.0,1.0,138,0.0,138,Sports,151.76208478737792,0.35714285714285715
377,India,4.0,4.0,3.25,view,1.0,0.0,3.0,0.0,138,0.0,138,Electronics,342.58250195229755,0.2857142857142857
378,Canada,6.0,6.0,3.8333333333333335,click,3.0,1.0,1.0,1.0,138,0.0,138,Books,264.95402142367516,0.42857142857142855
379,Germany,5.0,5.0,4.0,purchase,0.0,3.0,2.0,0.0,138,0.0,138,Home,306.44833536077897,0.35714285714285715
380,USA,3.0,3.0,4.333333333333333,view,1.0,0.0,2.0,0.0,138,2.0,138,Books,322.5969163912849,0.21428571428571427
381,Canada,3.0,3.0,4.666666666666667,purchase,0.0,2.0,1.0,0.0,138,0.0,138,Books,425.8414959380987,0.21428571428571427
382,UK,4.0,4.0,3.75,view,1.0,0.0,3.0,0.0,138,0.0,138,Sports,322.9486918786956,0.2857142857142857
383,India,7.0,7.0,3.2857142857142856,view,0.0,1.0,5.0,1.0,138,0.0,138,Home,343.447181391116,0.5
384,Canada,8.0,8.0,3.25,view,2.0,1.0,4.0,1.0,138,0.0,138,Home,306.9134932406108,0.5714285714285714
385,UK,7.0,7.0,4.142857142857143,purchase,0.0,4.0,3.0,0.0,138,0.0,138,Books,150.17196419958242,0.5
386,USA,5.0,5.0,4.0,view,1.0,1.0,3.0,0.0,138,0.0,138,Clothing,397.6916418392172,0.35714285714285715
387,USA,4.0,4.0,4.5,view,0.0,0.0,4.0,0.0,138,1.0,138,Sports,388.42537986312976,0.2857142857142857
388,India,5.0,5.0,3.8,click,3.0,0.0,2.0,0.0,138,0.0,138,Books,233.9944791449819,0.35714285714285715
389,Canada,6.0,6.0,3.6666666666666665,view,0.0,1.0,5.0,0.0,138,0.0,138,Clothing,330.00698864538157,0.42857142857142855
390,Germany,5.0,5.0,3.2,view,0.0,1.0,3.0,1.0,138,0.0,138,Books,255.72501044876768,0.35714285714285715
391,India,6.0,6.0,4.0,view,2.0,0.0,3.0,1.0,138,1.0,138,Books,243.29578522052702,0.42857142857142855
392,Germany,2.0,2.0,3.0,click,1.0,0.0,1.0,0.0,138,1.0,138,Books,190.73772947819,0.14285714285714285
393,UK,6.0,6.0,4.0,view,0.0,0.0,4.0,2.0,138,1.0,138,Clothing,210.07430867843786,0.42857142857142855
394,Canada,7.0,7.0,4.0,click,3.0,3.0,1.0,0.0,138,0.0,138,Books,215.5199440272192,0.5
395,Canada,8.0,8.0,3.5,view,3.0,1.0,4.0,0.0,138,0.0,138,Books,279.10248083518627,0.5714285714285714
396,USA,6.0,6.0,3.1666666666666665,purchase,1.0,3.0,2.0,0.0,138,1.0,138,Books,262.42510336450204,0.42857142857142855
397,India,5.0,5.0,3.6,click,2.0,1.0,2.0,0.0,137,0.0,137,Electronics,312.55680915395993,0.35714285714285715
398,USA,4.0,4.0,3.75,view,1.0,0.0,3.0,0.0,137,0.0,137,Electronics,320.03993366400834,0.2857142857142857
399,UK,9.0,9.0,4.0,view,1.0,2.0,5.0,1.0,137,0.0,137,Clothing,233.7866028294219,0.6428571428571429
400,USA,4.0,4.0,4.25,view,1.0,1.0,2.0,0.0,137,1.0,137,Electronics,266.9540067283831,0.2857142857142857
401,India,4.0,4.0,4.5,view,0.0,1.0,3.0,0.0,137,1.0,137,Clothing,369.92749011160606,0.2857142857142857
402,Germany,10.0,10.0,3.7,view,3.0,2.0,5.0,0.0,137,0.0,137,Books,232.07299024898808,0.7142857142857143
403,USA,6.0,6.0,4.0,view,1.0,1.0,4.0,0.0,137,0.0,137,Books,267.2880536500555,0.42857142857142855
404,USA,4.0,4.0,4.0,purchase,1.0,2.0,0.0,1.0,137,0.0,137,Books,198.83080022305194,0.2857142857142857
405,USA,2.0,2.0,2.5,click,1.0,0.0,0.0,1.0,137,0.0,137,Clothing,190.7879583565476,0.14285714285714285
406,UK,3.0,3.0,3.6666666666666665,view,0.0,0.0,3.0,0.0,137,0.0,137,Books,258.7503281342052,0.21428571428571427
407,UK,,,,,,,,,137,,137,,,
408,UK,5.0,5.0,3.8,view,1.0,0.0,4.0,0.0,137,1.0,137,Home,345.65462657081736,0.35714285714285715
409,Germany,6.0,6.0,4.833333333333333,view,0.0,2.0,3.0,1.0,137,0.0,137,Books,259.3466787587353,0.42857142857142855
410,Canada,5.0,5.0,3.8,purchase,0.0,2.0,1.0,2.0,137,0.0,137,Clothing,78.37338082887274,0.35714285714285715
411,Canada,4.0,4.0,3.75,purchase,0.0,4.0,0.0,0.0,137,0.0,137,Sports,316.1367514453483,0.2857142857142857
412,UK,6.0,6.0,3.8333333333333335,view,0.0,0.0,6.0,0.0,137,0.0,137,Sports,292.0151010872037,0.42857142857142855
413,India,6.0,6.0,4.166666666666667,view,1.0,1.0,2.0,2.0,137,0.0,137,Clothing,328.5154994083454,0.42857142857142855
414,India,5.0,5.0,3.6,view,1.0,0.0,2.0,2.0,137,0.0,137,Home,195.16893294844402,0.35714285714285715
415,USA,8.0,8.0,4.0,click,3.0,1.0,3.0,1.0,137,0.0,137,Electronics,172.33900408429434,0.5714285714285714
416,Canada,9.0,9.0,4.0,view,2.0,2.0,4.0,1.0,137,0.0,137,Electronics,237.802718700436,0.6428571428571429
417,USA,8.0,8.0,3.875,view,2.0,1.0,5.0,0.0,137,0.0,137,Electronics,299.206543456668,0.5714285714285714
418,Canada,9.0,9.0,4.666666666666667,view,2.0,2.0,4.0,1.0,137,0.0,137,Books,239.78035540999815,0.6428571428571429
419,USA,4.0,4.0,2.25,wishlist,0.0,1.0,1.0,2.0,137,0.0,137,Electronics,280.17903610295826,0.2857142857142857
420,Germany,4.0,4.0,3.0,view,0.0,0.0,4.0,0.0,137,1.0,137,Home,326.84985649316866,0.2857142857142857
421,India,8.0,8.0,3.625,view,1.0,3.0,4.0,0.0,136,0.0,136,Sports,223.7056264593785,0.5714285714285714
422,Canada,7.0,7.0,3.7142857142857144,view,2.0,0.0,3.0,2.0,136,0.0,136,Electronics,288.3948631426739,0.5
423,Germany,3.0,3.0,4.0,view,0.0,1.0,2.0,0.0,136,0.0,136,Clothing,359.25033981624756,0.21428571428571427
424,Germany,5.0,5.0,4.4,view,1.0,0.0,4.0,0.0,136,0.0,136,Electronics,257.3783718398816,0.35714285714285715
425,India,7.0,7.0,4.285714285714286,view,0.0,3.0,4.0,0.0,136,0.0,136,Books,356.80988643992856,0.5
426,India,10.0,10.0,4.0,view,2.0,1.0,6.0,1.0,136,0.0,136,Clothing,347.1383087006594,0.7142857142857143
